gbifID,species,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1143022644,Dianthus langeanus,ES,Embalse de S. Sebastián,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.128818,-6.9413021,707,,1400,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2670626,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:03.247Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1143022643,Dianthus langeanus,ES,Base del Moncalvo,Za,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.1588203,-6.7913,707,,1750,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2670629,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:07.230Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1143022634,Dianthus langeanus,ES,Pradorramisquedo,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.1388179,-6.9613027,707,,1350,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2670625,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:52.969Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1143022631,Dianthus langeanus,ES,Cabeza de Manzaneda,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.2488167,-7.2813109,707,,1600,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2670628,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:03.151Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142994563,Dianthus langeanus,ES,Teixadal de Casaio,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.2988237,-6.7613022,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2622419,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:06.252Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142833765,Dianthus langeanus,ES,Pico de Canillas près Gillon,O,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,43.0088426,-6.4813116,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2437818,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:42.805Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142832789,Dianthus langeanus,ES,Cumbre del Faro,Po,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.4088013,-8.9413444,7071,,1144,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2436901,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:57.753Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142832783,Dianthus langeanus,ES,Cumbre del Faro,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.5788176,-7.841328,7071,,1144,0,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2436900,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:02.073Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142832715,Dianthus langeanus,ES,Oribio,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.7488283,-7.2313202,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2436664,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:57.899Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142823421,Dianthus langeanus,ES,Collado de Socellares,O,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.9488459,-6.0613024,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2427608,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:43.089Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142823416,Dianthus langeanus,ES,Cumbre del Cellón,O,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.9988504,-5.7612978,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2427610,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:39.724Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142823384,Dianthus langeanus,ES,Puerto de Cienfuegos,O,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.9288379,-6.7313147,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2427612,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:01.903Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142823380,Dianthus langeanus,ES,Pilotuerto,O,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,43.2788488,-6.4713171,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2427611,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:01.704Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142823372,Dianthus langeanus,ES,Cueto de Arbas,O,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,43.0088426,-6.4813116,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2427609,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:57.720Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142817491,Dianthus langeanus,ES,Quintanilla de Justel,Za,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.1888267,-6.2712909,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2418393,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:57.416Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142804696,Dianthus langeanus,ES,Serra de Santa Eufemia,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,41.8587991,-8.1013179,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2397854,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:47.150Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142804645,Dianthus langeanus,ES,Montes de Guxinde,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,41.948801,-8.1013198,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2397855,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:57.075Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691847,Dianthus langeanus,ES,Nogales,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.8388317,-7.1013197,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318290,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:56.127Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691835,Dianthus langeanus,ES,Vegas de Camba,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.3988191,-7.3613154,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318329,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:37.454Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691829,Dianthus langeanus,ES,Picos de Ancares,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.7488324,-6.8613134,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318301,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:45.828Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691813,Dianthus langeanus,ES,Piedrafita,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.7488311,-6.9813156,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318292,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:59.800Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691808,Dianthus langeanus,ES,Caurel,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.5688243,-7.2313165,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318294,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:56.138Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691806,Dianthus langeanus,ES,Cerezal,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.8388303,-7.2313221,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318289,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:59.937Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691787,Dianthus langeanus,ES,Oribio,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.7488283,-7.2313202,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318283,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:45.821Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691684,Dianthus langeanus,ES,Cabeza de Manzaneda,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.2188152,-7.3613117,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318089,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:45.936Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691481,Dianthus langeanus,ES,Invernadeiro,Or,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.1288131,-7.3713101,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2317880,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:16:56.129Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691377,Dianthus langeanus,ES,Samos,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.7588271,-7.3513227,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2318020,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:40.762Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691167,Dianthus langeanus,ES,Oribio,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.7488283,-7.2313202,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2317855,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:45.932Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1142691161,Dianthus langeanus,ES,Puebla de Navia,Lu,PRESENT,,0363cbd4-f666-455e-8e86-0bbddcf51950,42.9288351,-6.9813193,7071,,,,,,,,,,7267498,7267498,HUMAN_OBSERVATION,FUND. BIODIVERSIDAD,ANTHOS,2317835,,,,CC_BY_NC_4_0,,,,,2023-08-26T00:17:40.864Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES
1075233421,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.06192,-8.12058,,,,,,,2011-05-17T00:00:00,17,5,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,171577,,Estevão Portela-Pereira,2011-05-17T00:00:00,CC_BY_NC_4_0,,Estevão Portela-Pereira,,,2023-08-26T02:28:45.826Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075218977,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,1998-07-28T00:00:00,28,7,1998,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,155793,,Paulo Silveira,1998-07-28T00:00:00,CC_BY_NC_4_0,,Paulo Silveira,,,2023-08-26T02:28:39.943Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075214419,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.93529,-6.7685,,,,,,,2014-06-14T00:00:00,14,6,2014,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,150529,,Carlos Aguiar,2014-06-14T00:00:00,CC_BY_NC_4_0,,Carlos Aguiar,,,2023-08-26T02:28:39.867Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075214352,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.75756,-6.89495,,,,,,,2014-06-15T00:00:00,15,6,2014,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,150462,,Carlos Aguiar,2014-06-15T00:00:00,CC_BY_NC_4_0,,Carlos Aguiar,,,2023-08-26T02:28:39.837Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075209519,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.87264,-8.10994,,,,,,,2014-05-01T00:00:00,1,5,2014,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,145208,,João D. Almeida,2014-05-01T00:00:00,CC_BY_NC_4_0,,João D. Almeida,,,2023-08-26T02:28:45.286Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075187886,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,40.96271,-8.10873,,,,,,,2007-05-30T00:00:00,30,5,2007,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,123056,,João D. Almeida,2007-05-30T00:00:00,CC_BY_NC_4_0,,João D. Almeida,,,2023-08-26T02:28:44.356Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075176267,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2013-09-07T00:00:00,7,9,2013,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,110448,,Paulo Ventura Araújo,,,,,,,,,
1075176257,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.32088,-7.8649,,,,,,,2013-09-07T00:00:00,7,9,2013,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,110450,,Paulo Ventura Araújo,,,,,,,,,
1075174398,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2013-08-04T00:00:00,4,8,2013,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,108526,,Miguel Porto,,,,,,,,,
1075169796,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2011-06-02T00:00:00,2,6,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,103521,,Paulo Pereira,2011-06-02T00:00:00,CC_BY_NC_4_0,,Paulo Pereira,,,2023-08-26T02:28:44.161Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075169780,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2011-06-02T00:00:00,2,6,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,103531,,Paulo Pereira,2011-06-02T00:00:00,CC_BY_NC_4_0,,Paulo Pereira,,,2023-08-26T02:28:38.859Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075169777,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2011-06-02T00:00:00,2,6,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,103527,,Paulo Pereira,2011-06-02T00:00:00,CC_BY_NC_4_0,,Paulo Pereira,,,2023-08-26T02:28:38.889Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075169770,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2011-06-02T00:00:00,2,6,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,103515,,Paulo Pereira,2011-06-02T00:00:00,CC_BY_NC_4_0,,Paulo Pereira,,,2023-08-26T02:28:44.368Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075169762,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.23082,-7.86646,,,,,,,2011-06-02T00:00:00,2,6,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,103530,,Paulo Pereira,2011-06-02T00:00:00,CC_BY_NC_4_0,,Paulo Pereira,,,2023-08-26T02:28:45.230Z,,CONTINENT_DERIVED_FROM_COORDINATES
1075103694,Dianthus langeanus,PT,,,PRESENT,,d1805d75-066e-42d6-8cab-1c0d30323db3,41.86235,-7.97586,,,,,,,2011-01-01T00:00:00,,,2011,7267498,7267498,HUMAN_OBSERVATION,SPBotânica,Flora-On,2536,,Paulo Ventura Araújo,,,,,,,,,
1050659052,Dianthus langeanus,ES,Muelas de los Caballeros,Zamora,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,42.11,-6.28,,,975,25,,,1992-06-22T00:00:00,22,6,1992,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,9554-1,,,,CC_BY_NC_4_0,,P.M. URIBE-ECHEBARRIA,,,2023-09-07T09:24:50.397Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1050653626,Dianthus langeanus,ES,Ancares; Puerto de Ancares,León,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,42.84,-6.86,,,,,,,1983-07-20T00:00:00,20,7,1983,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,88455-1,,,,CC_BY_NC_4_0,,T.E. DIAZ & AL.,,,2023-09-07T09:24:50.118Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1050647632,Dianthus langeanus,ES,Lobios; Serra de Santa Eufemia,Ourense,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,41.86,-8.1,,,,,,,1993-07-13T00:00:00,13,7,1993,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,82869-1,,,,CC_BY_NC_4_0,,I. PULGAR,,,2023-09-07T09:24:50.178Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1050647605,Dianthus langeanus,ES,Lobios; Serra de Santa Eufemia,Ourense,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,41.85,-8.13,,,1110,0,,,1993-06-17T00:00:00,17,6,1993,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,82852-1,,,,CC_BY_NC_4_0,,I. PULGAR,,,2023-09-07T09:24:50.370Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1050618764,Dianthus langeanus,ES,Puebla de Sanabria,Zamora,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,42.06,-6.63,,,952.5,2.5,,,1989-06-07T00:00:00,7,6,1989,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,54828-1,,,,CC_BY_NC_4_0,,B. CASASECA,,,,,
1050577975,Dianthus langeanus,ES,Peña Trevinca,León,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,42.3,-6.76,,,1802.5,2.5,,,1982-07-16T00:00:00,16,7,1982,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,13995-1,,,,CC_BY_NC_4_0,,J.ANDRÉS & F.LLAMAS,,,2023-09-07T09:24:50.132Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1050577971,Dianthus langeanus,ES,San Martín de la Castañeda; Lago Sanabria,Zamora,PRESENT,1,4c91866b-3c2e-4568-aca0-3ab0a1c1a45e,42.12,-6.71,,,1052.5,2.5,,,1989-07-08T00:00:00,8,7,1989,7267498,7267498,PRESERVED_SPECIMEN,VIT,VIT-Vasculares,13994-1,,,,CC_BY_NC_4_0,,B.BOMBIN,,,,,
